position,company,location,flag
Associate Data Scientist (Sales Engineering),Factual,"Los Angeles, CA",6
Data Engineer / Data Scientist - Contributor,Hyperloop Transportation Technologies,"Los Angeles, CA",6
Data Science Manager,SnackNation,"Culver City, CA",6
Data Science Specialist,The Aerospace Corporation,"El Segundo, CA",6
"Data Science, Senior Analyst",Mavenlink,"Irvine, CA",6
Director of UX Design (Machine Learning/AI),Briq,"Santa Barbara, CA",6
Data Scientist,Science 37,"Playa Vista, CA",6
"Director, AI & ML Data Science",Warner Bros Careers,"Burbank, CA",6
"Content Data Scientist, Apple Media Products Data Science",Apple,"Culver City, CA",6
"Director, Data Science",Red Bull North America,"Santa Monica, CA",6
"Director, Data Science",FabFitFun,"Los Angeles, CA",6
Radar Machine Learning Scientist for Autonomous Driving,Aptiv,"Agoura Hills, CA",5
Data Scientist,Gimbal,"Los Angeles, CA",5
Data Engineer,Cognizant Technology Solutions,"Burbank, CA",5
Data Engineer,Deep 6 AI,"Pasadena, CA",5
Purchasing Specialist for The Division of Natural and Mathematical Sciences (Part Time 20 hours),California Baptist University,"Riverside, CA",5
Data Scientist - League of Legends,Riot Games,"Los Angeles, CA",5
R&D Imagineer Princ - AI/Machine Learning Engineer,Walt Disney Imagineering,"Glendale, CA",5
Senior Data Analyst,Vyaire,"Irvine, CA",5
Data Science Analyst,"Tecolote Research, Inc.","El Segundo, CA",5
Data Engineer,Fox Corporation,"Los Angeles, CA",5
Data Scientist - Generalist,Beyond Limits,"Glendale, CA",5
Data Engineer/Machine Learning Developer,CACI,"Riverside, CA",5
SENIOR QA STATISTICIAN,Johnson & Johnson Family of Companies,"Santa Ana, CA",5
Data Scientist (Sales Engineering),Factual,"Los Angeles, CA",5
Data Scientist - Unpublished R&D Product,Riot Games,"Los Angeles, CA",5
Data Scientist II,Auto Club of Southern California,"Costa Mesa, CA",5
Product Manager - Spatial Analytics & Data Science,Esri,"Redlands, CA",5
Product Data Scientist - Engineering,Snapchat,"Los Angeles, CA",5
Software Engineer (Data Scientist),ViaSat,"Carlsbad, CA",5
Software Engineer - Machine Learning,Belkin,"Torrance, CA",5
Senior Data Scientist,First American,"Santa Ana, CA",5
Data Analyst Senior,Kaiser Permanente,"Burbank, CA",5
"Software Engineer, Logs and Data","DMAI, Inc.","Westwood, CA",5
"Software Engineer, Machine Learning",InTouch Health,"Goleta, CA",5
"Data Analyst - Health, Senior",Blue Shield of California,"Monterey Park, CA",5
Cyber Security Data Scientist University Grad,ViaSat,"Carlsbad, CA",5
Senior Data Scientist,Factual,"Los Angeles, CA",5
Principal Data Scientist (Facilities Analytics),Northrop Grumman,"Redondo Beach, CA",5
Data Scientist – Organizational Performance,Southern California Edison,"Rosemead, CA",5
Sr Data Analyst,Mobile Integration-Group,"Rancho Cucamonga, CA",5
Senior Data Scientist,Apeel Sciences,"Santa Barbara, CA",5
Senior Software Engineer – Big Data,Beyond Limits,"Glendale, CA",5
Senior Scientist Global Data Science & Analytics,Abbott Laboratories,"Sylmar, CA",5
Senior Data Analyst,iX.co,"Los Angeles, CA",5
Data Scientist,Appriss,"Irvine, CA",5
"Senior Data Scientist/Data Scientist, Research Informatics",Synthetic Genomics,"La Jolla, CA",5
Senior Data Analyst (Data Protection),First American,"Santa Ana, CA",5
Data Scientist,"Advanced Core Concepts, LLC","Torrance, CA",5
Data Scientist,"Amazon.com Services, Inc.","Santa Monica, CA",5
Senior Data Analyst,Honey,"Los Angeles, CA",5
"Director, Data Science",Zest Finance,"Los Angeles, CA",5
Data Scientist,Onward Search,"Burbank, CA",5
Science Data Processing Engineer,Geologics Corporation,"Pasadena, CA",5
Senior Data Analyst,Raytheon,"El Segundo, CA",5
Senior Data Analyst,Roku,"Santa Monica, CA",5
Senior Data Analyst,Studio71,"Los Angeles, CA",5
Data Scientist,Cox Automotive,"Irvine, CA",5
Senior Data Scientist,Happy Money,"Irvine, CA",5
Data Scientist,"Green Street Advisors, LLC","Newport Beach, CA",5
Data Scientist,Southern California Edison,"Rosemead, CA",5
Senior Data Services Engineer,Retention Science,"Santa Monica, CA",5
Senior Data Analyst - Esports,Riot Games,"Los Angeles, CA",5
Senior Business/Data Analyst,Accurate Background,"Irvine, CA",5
Data Scientist,Green Dot Corporation,"Pasadena, CA",5
Senior Data Analyst - HIM,Keck Medical Center of USC,"Alhambra, CA",5
Senior Big Data Architect - Western US Location,"CGI Group, Inc.","Los Angeles, CA",5
"Senior Associate, Data Scientist, Machine Learning",KPMG,"Irvine, CA",5
Senior Financial Data Analyst,Alignment Healthcare,"Orange, CA",5
Senior Data Analyst : 19-04389,Akraya Inc.,"Rancho Cucamonga, CA",5
"Senior Analyst, Data Science",Wavemaker,"Los Angeles, CA",5
Cost Estimating and Applied Mathematician Level 3,BOEING,"El Segundo, CA",5
Data Science Intern - Game Franchise Analytics,Blizzard Entertainment,"Irvine, CA",5
Senior NLP Scientist,GumGum,"Santa Monica, CA",5
Senior Research Data Analyst,CBRE,"Los Angeles, CA",5
Data Science Intern (Summer 2020),CrowdStrike,"El Segundo, CA",5
Senior Scientist - Modeling and Simulation,Amgen,"Thousand Oaks, CA",5
Data Science Intern - Performance Brands & Partners,Leaf Group,"Santa Monica, CA",5
Crisis Mapping and Data Science Specialist,Direct Relief,"Santa Barbara, CA",5
Sr Statistical Programmer,PRA Health Sciences,"Santa Monica, CA",5
Internship - Data Science,Coach Ross Angeles,"Valley Glen, CA",5
Machine Learning Engineer - 00054214,Mitre Corporation,"San Diego, CA",5
Sr. Data Scientist,Allergan,"Irvine, CA",5
Machine Learning Engineer,Verizon,"Irvine, CA",5
Deep Learning Theory Researcher/ Scientist Intern,"Samsung Semiconductor, Inc.","San Diego, CA",5
Sr. Data Scientist,Gurucul,"El Segundo, CA",5
Artificial Intelligence/Analytics Data Scientist - Consultant in Burbank!,Capgemini,"Burbank, CA",5
Machine Learning Engineer,Avant Leap,"Irvine, CA",5
Sr. Financial Data Analyst,AppFolio,"Santa Barbara, CA",5
"Artificial Intelligence, Consultant - Applied Artificial Intelligence",Deloitte,"Los Angeles, CA",5
Director of Data Science,Viacom,"Los Angeles, CA",5
Sr. Statistical Analyst,Experian,"Costa Mesa, CA",5
Applied Data Scientist,Virgin Hyperloop One,"Los Angeles, CA",5
Lead Data Scientist,RAPP,"Los Angeles, CA",5
AI Engineer - Symbolic Reasoning,Beyond Limits,"Glendale, CA",5
Statistical Programmer,Murphy Research,"Santa Monica, CA",5
Machine Learning Engineer II,Glidewell Dental,"Irvine, CA",5
Intern - Data Science,Rio Tinto,"Boron, CA",5
"Statistical Programmer I, II, Senior - Clinical Trial Services",Oncology & Rare Disease,"Carlsbad, CA",5
Image Processing/Computer Vision Specialist,Raytheon,"Pasadena, CA",5
"Director or Sr. Manager, Data Science / Analytics",Inseego,"San Diego, CA",5
"Statistician, Data Analytics",Phar LLC,"Beverly Hills, CA",5
Supply Chain Data Scientist,Thermo Fisher Scientific,"Carlsbad, CA",5
Head of Data Science,Just Auto Insurance,"Los Angeles, CA",5
"Director, Data Governance",Warner Bros Careers,"Burbank, CA",5
AI Engineer - Case Based Reasoning,Beyond Limits,"Glendale, CA",5
Enterprise Data Scientist II,Farmers Insurance Group,"Woodland Hills, CA",5
"Director, Data Science",Bird Rides Inc.,"Santa Monica, CA",5
"VP, Data Science",Warner Bros Careers,"Burbank, CA",5
Engineer Machine Learning,InvolveSoft,"Santa Monica, CA",5
iOS Deep Learning Engineer,Octi,"Hollywood, CA",5
Deep Learning Research Scientist / Engineer (Deep Learning & Algorithms),"Samsung Semiconductor, Inc.","San Diego, CA",5
Machine Learning Engineer,Laserfiche,"Long Beach, CA",5
"Machine Learning Engineer, AR/VR Discovery and Distribution",Facebook,"Los Angeles, CA",5
Data Specialist,"Pixelogic Media Partners, LLC","Culver City, CA",5
Computer Vision Specialist,The Aerospace Corporation,"El Segundo, CA",5
Natural Language Processing Developer,mPulse Mobile,"Encino, CA",5
Computer Vision R&D Scientist,UtopiaCompression Corporation,"Los Angeles, CA",5
NLP Research Scientist (Los Angeles),DiDi Labs,"Los Angeles, CA",5
NLP Research Engineer (Los Angeles),DiDi Labs,"Los Angeles, CA",5
"Sr. Associate, Data Scientist, Natural Language Processing",KPMG,"Irvine, CA",5
Modeling & Simulation Statistician,Amgen,"Thousand Oaks, CA",5
"Machine Learning Engineer, R&D Cinematics",Blizzard Entertainment,"Irvine, CA",5
Sr. Data Analyst,SnackNation,"Culver City, CA",5
Sr. Data Analyst,Technicolor,"Camarillo, CA",5
Sr. Data Analyst,Thermo Fisher Scientific,"Carlsbad, CA",5
Sr. Data Analyst,UCLA Health,"Los Angeles, CA",5
Big Data / PySpark Engineer,Avanade,"Los Angeles, CA",5
Sr. Data Analyst,HONK,"Los Angeles, CA",5
Senior Data Science Software Engineer,GreatCall,"San Diego, CA",5
Deep Learning Research Scientist / Engineer (Computer Vision),"Samsung Semiconductor, Inc.","San Diego, CA",5
Beyonders 2020 Summer Program - Data Science,Beyond Limits,"Glendale, CA",5
Data and Machine Learning Scientist,Amgen,"Thousand Oaks, CA",5
Machine Learning Scientist with Audio DSP background,Oben,"Pasadena, CA",5
AI Engineer,"Operating Company INFINITY WARD, INC.","Woodland Hills, CA",5
"Machine Learning Engineer, Spam and Abuse",Snapchat,"Los Angeles, CA",5
Senior Research Data Scientist,Perceptyx,"Temecula, CA",4
"Software Engineer, Quantum AI",Google,"Los Angeles, CA",4
Teaching Assistant for Mathematical Sciences,California Baptist University,"Riverside, CA",4
"VP, Data Science",Tala,"Santa Monica, CA",4
"Cryogenic Wiring Hardware Engineer, Quantum AI",Google,"Santa Barbara, CA",4
Senior Data Scientist,Parity Computing,"San Diego, CA",4
Senior Data Scientist,Green Dot Corporation,"Pasadena, CA",4
"VP, Data Science, Business Intelligence & Data Engineering",NBCUniversal,"Universal City, CA",4
"Zestfinance, Inc. seeks a Sr Associate, Data Science in Los Angeles, CA.",Zest Finance,"Los Angeles, CA",4
Data Scientist,Driveway,"Aliso Viejo, CA",4
Sr Associate – Data Scientist,Amgen,"Thousand Oaks, CA",4
"Cloud Solutions Architect, Data Intelligence",Trace3,"Irvine, CA",4
"Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"Costa Mesa, CA",4
AI Engineer - Cognitive Agents,Beyond Limits,"Glendale, CA",4
Data Scientist,Esri,"Redlands, CA",4
Software Developer – AI and Machine Learning,Ephesoft,"Irvine, CA",4
Data Science Project Lead,Cybernetic Search,"Los Angeles, CA",4
Staff Data Scientist – Transcatheter Heart Valve,Edwards Lifesciences,"Irvine, CA",4
Sr. Director Data Science & Analytics,NBCUniversal,"Universal City, CA",4
AI Engineer - Planning and Scheduling,Beyond Limits,"Glendale, CA",4
Sr. Data Center Architect,"Insight Enterprises, Inc.","Irvine, CA",4
Senior Data Scientist - Disney +,Disney Streaming Services,"Glendale, CA",4
"Simulation Software Engineer, Quantum AI",Google,"Los Angeles, CA",4
"Associate - Advanced Analytics Modeler, NLP",KPMG,"Irvine, CA",4
Statistician,SO CAL FCA BASEBALL,"La Mirada, CA",4
Statistician,University of California - Irvine,"Irvine, CA",4
Data Scientist,Clicktripz,"Manhattan Beach, CA",4
Sr. Data Analyst,CoStar Group,"Los Angeles, CA",4
Sr. Data Scientist,Trace3,"Irvine, CA",4
"Sr. Associate, Data Scientist, NLP, Financial Services",KPMG,"Irvine, CA",4
Data Scientist,PADI Worldwide,"Rancho Santa Margarita, CA",4
Machine Learning Engineer,NTENT,"Carlsbad, CA",4
Scientist V - Machine Learning and Computer Vision,"HRL Laboratories, LLC","Malibu, CA",4
"Scientist 2, Data Analytics",Areté,"Northridge, CA",4
Data Scientist,iHerb.com,"Irvine, CA",4
Deep Learning Scientist,Oben,"Pasadena, CA",4
"Data Scientist (Entry-Level), Product Analytics (Temporary)",Brain Corp,"San Diego, CA",4
Deep Learning Computer Vision Researcher/ Scientist Intern,"Samsung Semiconductor, Inc.","San Diego, CA",4
SENIOR DATA MINING ENGINEER,Trans Techno Infoway,"Cypress, CA",4
"Research Engineer, Machine Learning",Snapchat,"Los Angeles, CA",4
"Regional Head of Business Development - AI, Machine Learning, Data Science",Xen.ai,"Los Angeles, CA",4
Data Scientist - NLP,"Amazon.com Services, Inc.","Irvine, CA",4
Data Scientist - Statistician,Beyond Limits,"Glendale, CA",4
Principal Statistician,UCLA Health,"Los Angeles, CA",4
Principal Software Engineer (Machine Learning/AI),Briq,"Santa Barbara, CA",4
Data Scientist Manager - Hiring in Burbank!,Capgemini,"Burbank, CA",4
Data Scientist Manager AMS,HP,"San Diego, CA",4
Data and Machine Learning Principal Scientist,Amgen,"Thousand Oaks, CA",4
"Manager, Methodology Statistician",Kite Pharma,"Santa Monica, CA",4
"Manager, Natural Language Processing Data Scientist",KPMG,"Irvine, CA",4
Materials and Product Data Scientist,"Patagonia, Inc","Ventura, CA",4
"Data Scientist, Theatrical Marketing",Sony Pictures Entertainment Inc.,"Culver City, CA",4
Principal Data Scientist,SAP,"Newport Beach, CA",4
Data Scientist,FanAI,"Santa Monica, CA",4
"Data Scientist, Analytics",NEXT Trucking,"Los Angeles, CA",4
"Microfabrication Equipment Engineer, Hardware Engineer, Quantum AI",Google,"Santa Barbara, CA",4
Physics Data Scientist,"TAE Technologies, Inc.","Foothill Ranch, CA",4
Physics Data Scientist,TAE TECHNOLOGIES,"Foothill Ranch, CA",4
"Data Scientist, Mid",Booz Allen Hamilton,"Oxnard, CA",4
"Data Scientist, Strategic Analytics","Parks, Experiences and Products","Glendale, CA",4
Machine Learning Engineer,LogMeIn,"Goleta, CA",4
NLP Engineer,Virtual Ventures,"Los Angeles, CA",4
Scorekeeper (Statistician),Los Angeles Hoopz,"Los Angeles, CA",4
Security Data Scientist,Rockstar San Diego,"Carlsbad, CA",4
"Director, Data Scientist, Natural Language Processing",KPMG,"Irvine, CA",4
Distinguished Data Scientist,Verizon,"Irvine, CA",4
Engineer II - Data Scientist,"HRL Laboratories, LLC","Malibu, CA",4
Engineering Manager - Data Science,Medtronic,"Northridge, CA",4
"Full Stack Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"Costa Mesa, CA",4
"Director, Data Science",BCGDV,"Manhattan Beach, CA",4
Health Data Scientist - Biomedical,Evidation,"Santa Barbara, CA",4
Data Scientist,Gustaine,"Orange, CA",4
Industrial Data Scientist and Developer,ThinkIQ,"Aliso Viejo, CA",4
Senior Data Analyst,PatientPop,"Santa Monica, CA",4
"Director or Sr. Manager, Artificial Intelligence / Machine Learning",Inseego,"San Diego, CA",4
Junior Statistician,UCLA Health,"Los Angeles, CA",4
Data Scientist,Rockstar San Diego,"Carlsbad, CA",4
Lead / Sr. Data Analyst,Ace-stack LLC,"Carlsbad, CA",4
Machine Learning Engineer,BAIN & COMPANY,"Los Angeles, CA",4
"Senior Clinical Data Analyst - Quality Assurance, Full Time, Days, 8 Hours",Mission Hospital Regional Medical Center,"Mission Viejo, CA",4
Machine Learning - Computer Vision Research Scientist,UtopiaCompression Corporation,"Los Angeles, CA",4
Lead Data Scientist,CitiusTech,"Lake Forest, CA",3
Health Data Scientist - Biostats,Evidation,"Santa Barbara, CA",3
"Data Scientist, Research",NEXT Trucking,"Los Angeles, CA",3
Sr. Data Analyst,CorVel Healthcare Corporation,"Irvine, CA",3
Machine Learning Engineer,Oben,"Pasadena, CA",3
Machine Learning Engineer,"AWM Smart Shelf (Adroit Worldwide Media, Inc.)","Aliso Viejo, CA",3
Developer III - Data Science,Inland Empire Health Plans,"Rancho Cucamonga, CA",3
"Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence",Deloitte,"Costa Mesa, CA",3
Machine Learning Artificial Intelligence Scientist,UtopiaCompression Corporation,"Los Angeles, CA",3
"Manager, Data Scientist",Bird Rides Inc.,"Santa Monica, CA",3
Sr. Data Analyst Incentive Program,AltaMed,"Los Angeles, CA",3
Applied Scientist,"Amazon.com Services, Inc.","Glendale, CA",3
Data Scientist/Visualization Master,Intermedia Advertising,"Los Angeles, CA",3
Machine Learning AI Scientist,UtopiaCompression Corporation,"Los Angeles, CA",3
"Intern, Data Science (Summer 2020)",Ticketmaster,"Hollywood, CA",3
Associate Software Engineer- Big Data,Beyond Limits,"Glendale, CA",3
"Associate, AI Engineer",KPMG,"Irvine, CA",3
Staff Machine Learning Engineer,Intuit,"San Diego, CA",3
Senior Data Science Engineer,BlackBerry,"Irvine, CA",3
2020 Summer Internship: Transmission and Distribution - Distribution Engineering (Masters of Data Science) (Santa Ana),Southern California Edison,"Santa Ana, CA",3
Senior Data Analyst – D+ Content Ranking,Direct-to-Consumer and International,"Glendale, CA",3
Data Science - Summer Intern,QNX Software Systems,"Irvine, CA",3
Data Scientist,TWO NIL,"Playa Vista, CA",3
Data Scientist,UCLA Health,"Los Angeles, CA",3
Data Science Software Engineer,GreatCall,"San Diego, CA",3
Senior Data Analyst,Bird Rides Inc.,"Santa Monica, CA",3
Natural Language Processing,Auto Club of Southern California,"Los Angeles, CA",3
Senior Data Analyst,UberMedia,"Pasadena, CA",3
Senior Machine Learning Data Associate,"A2Z Development Center, Inc.","Santa Barbara, CA",3
"Senior Data Scientist, Engineering",NEXT Trucking,"Los Angeles, CA",3
Data Scientist,VideoAmp Careers Website (External),"Los Angeles, CA",3
Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Santa Monica, CA",3
Scientist - Satellite Data Assimilation for Hydrology,Jet Propulsion Laboratory,"La Cañada Flintridge, CA",3
Sales Operations Associate,Snapchat,"Los Angeles, CA",3
Data Science - Summer Intern,BlackBerry,"Irvine, CA",3
Data Mining Specialist,Molina Healthcare,"Long Beach, CA",3
Senior Data Scientist,ViaSat,"Carlsbad, CA",3
Data Scientist - Oil and Gas,Beyond Limits,"Glendale, CA",3
"Senior Data Analyst, Business Science",MediaCom,"Los Angeles, CA",3
Data Analyst - Sr,"Health Care Consultants, Inc.","Rancho Cucamonga, CA",3
Senior Data Scientist,Internet Brands,"Los Angeles, CA",3
Data Scientist Senior,LOCKHEED MARTIN CORPORATION,"Palmdale, CA",3
"Principal Data Scientist, Research",NEXT Trucking,"Los Angeles, CA",3
Data Analyst,Veritone,"Costa Mesa, CA",3
"Principal Data Scientist, Engineering",NEXT Trucking,"Los Angeles, CA",3
Predictive Data Analyst and Economic Modeler: Python R Shiny,BluePath Solutions,"Los Angeles, CA",3
Data Scientist,Supplyframe,"Los Angeles, CA",3
Data Scientist,Sony Pictures Entertainment Inc.,"Culver City, CA",2
Data Scientist,"Pixalate, Inc.","Los Angeles, CA",2
Data Scientist,Jet Propulsion Laboratory,"La Cañada Flintridge, CA",2
Senior Data Analyst,Tradesy,"Santa Monica, CA",2
Data Scientist – Specialist,Southern California Edison,"Pomona, CA",2
Machine Learning Data Associate,"A2Z Development Center, Inc.","Santa Barbara, CA",2
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Santa Monica, CA",2
