position,company,location,flag
Principal Data Analyst,UCLA Health,"Los Angeles, CA",4
Principal Advanced Analytics,AT&T,"El Segundo, CA",4
"Project Lead, Data Analytics","Epson America, Inc","Long Beach, CA",4
Predictive Data Analyst and Economic Modeler: Python R Shiny,BluePath Solutions,"Los Angeles, CA",4
Practice Specialist,Kaiser Permanente,"Pasadena, CA",4
RETENTION MANAGER ,lunya,"Los Angeles, CA",4
Population Health Analyst,UCLA Health,"Los Angeles, CA",4
Proposition Sales - Portfolio Management & Analytics,Refinitiv,"Los Angeles, CA",4
Psychometrician,Imbellus,"Los Angeles, CA",4
Visual Designer,Hulu,"Santa Monica, CA",4
Python Developer,ZBrains,"Pasadena, CA",4
Global Risk Management Analyst,Capital Group,"Los Angeles, CA",4
RESEARCH ANALYST,Los Angeles Universal Preschool,"Los Angeles, CA",4
"Mgr, Claims Analytics",Mercury Insurance Group,"Brea, CA",4
"Senior Analyst, Healthcare Analytics and Special Projects",DaVita Medical Group,"El Segundo, CA",4
"Manager, Advanced Analytics",Kaiser Permanente,"Burbank, CA",4
Senior Business Analytics Analyst,Southern California Edison,"Pomona, CA",4
"Senior Data Scientist, Analytics",NEXT Trucking,"Los Angeles, CA",4
Senior Database Analyst - Data Warehouse,Cedars-Sinai,"Los Angeles, CA",4
"VP, Data Engineering, HBO Max",Warner Bros Careers,"Burbank, CA",4
Senior Manager - Strategy & Analytics,"Harbor Freight Tools USA, Inc.","Calabasas, CA",4
"Senior Manager, Data Engineering - Research and Analytics",Viacom,"Hollywood, CA",4
"Manager, Data and Audience Activation",National Football League,"Culver City, CA",4
"Manager, Data Scientist",Bird Rides Inc.,"Santa Monica, CA",4
"Senior Manager, North America - Business Analytics",Riot Games,"Los Angeles, CA",4
"Manager, Data Science & Management Insights",NBCUniversal,"Universal City, CA",4
Senior Product Manager - Data & Analytics,NEXT Trucking,"Los Angeles, CA",4
"Senior, Predictive Analytics",AT&T,"El Segundo, CA",4
Social Media Analytics Intern,Live Nation,"Hollywood, CA",4
"Manager, Consumer Data Analytics",Westfield Corporation,"Los Angeles, CA",4
"Manager, Charter Coordination",Netflix,"Los Angeles, CA",4
Software Engineer (Vehicle Connectivity/Data),Zeco Systems Pte Ltd,"Los Angeles, CA",4
"Manager, Analytics Development",Deckers Brands,"Goleta, CA",4
"VP, Business Intelligence & Insight, HBO Max",Warner Bros Careers,"Burbank, CA",4
Senior Data Scientist,ViaSat,"Carlsbad, CA",4
Senior Data Scientist,Green Dot Corporation,"Pasadena, CA",4
Senior Data Scientist,Cox Automotive,"Irvine, CA",4
Marketing Data Scientist,Drybar,"Irvine, CA",4
Senior Data Analyst,Honey,"Los Angeles, CA",4
Senior Data Analyst,Mr. Cooper,"Costa Mesa, CA",4
Media Data Analyst,BLOOM ADS,"Los Angeles, CA",4
Media Analytics Associate,"EDO, Inc.","Los Angeles, CA",4
Senior Data Analyst,Vyaire,"Irvine, CA",4
Marketing Specialist - Exempt,California State University,"Dominguez, CA",4
Senior Data Analyst,iX.co,"Los Angeles, CA",4
Senior Data Analyst - Esports,Riot Games,"Los Angeles, CA",4
Web Analytics Manager-Full Time- Los Angeles CA,Cygnet Infotech LLC.,"Los Angeles, CA",4
"VP, Ops Services",sweetgreen,"Los Angeles, CA",4
Marketing Data & Analytics Specialist,SurePrep LLC,"Irvine, CA",4
Senior Data Analytics Specialist,Southern California Edison,"Rancho Cucamonga, CA",4
Marketing Analytics – Data Analyst,"Mercury Insurance Services, LLC","Brea, CA",4
"Managing Partner, IT Strategy, Health and Human Services",Gartner,"Los Angeles, CA",4
"VP, Ecommerce",TOMS Shoes,"Los Angeles, CA",4
"Manager, Research",The Walt Disney Studios,"Burbank, CA",4
Google Ads Specialist,advertisemint.com,"Los Angeles, CA",4
Growth Analytics Manager,Fair,"Santa Monica, CA",4
Global Lead Data Steward – Materials,Spectrum Brands,"Lake Forest, CA",4
Business Data Analyst,New American Funding,"Tustin, CA",4
Business Intelligence Data Engineer,Motor Trend Group,"El Segundo, CA",4
"Business Intelligence Analyst, Product Analytics",CBS,"Burbank, CA",4
Data Architect,USC,"Los Angeles, CA",4
Ecommerce Operation Manager,TRAVELER'S COMPANY,"Los Angeles, CA",4
Business Intelligence Analyst,Direct-to-Consumer and International,"Burbank, CA",4
Business Intelligence Analyst,Casting Networks,"Los Angeles, CA",4
Business Intelligence Analyst,"Cast & Crew Entertainment Services, LLC","Burbank, CA",4
Digital Content Lead,Petersen Museum,"Los Angeles, CA",4
Business Development/Analytics/Logistics,Noxsolutions.com,"Century City, CA",4
Business Data Analyst,Westside Analytics,"Santa Monica, CA",4
Business Data Analyst,PUBG Santa Monica,"Santa Monica, CA",4
Enterprise Data Engineer,Mazda North American Operations,"Irvine, CA",4
Enterprise Data Scientist II,Farmers Insurance Group,"Woodland Hills, CA",4
Data Engineer,Epi Source,"Gardena, CA",4
BI Data Analyst,City National Bank,"Los Angeles, CA",4
Data Engineer,Fox Corporation,"Los Angeles, CA",4
Business Analyst (ID Analytics),Symantec,"San Diego, CA",4
Business Analyst,VaynerMedia LLC,"Los Angeles, CA",4
Data Engineer,Happy Money,"Costa Mesa, CA",4
Business Analyst,Anheuser-Busch,"Van Nuys, CA",4
Data Engineer,MeridianLink,"Costa Mesa, CA",4
Data Analyst,Farmers Insurance Group,"Woodland Hills, CA",4
"Big Data Engineer (Bigdata, Spark, Cloud), corp-corp is also fine",Advantine Technologies,"Los Angeles, CA",4
Data Warehouse Architect,Auto Club of Southern California,"Costa Mesa, CA",4
Data Test Engineer,"Sonos, Inc","Santa Barbara, CA",4
Beauty Buying Assistant,"EMINENT, INC.","Cerritos, CA",4
Banking Operations Representative,City National Bank,"Los Angeles, CA",4
Data Engineer,SADA,"Los Angeles, CA",4
EHR Application Specialist 2,Loma Linda University,"Loma Linda, CA",4
ECS Strategy Analyst,Capital Group,"Los Angeles, CA",4
E-commerce Data Analyst (BCBG),Centric Brands,"Los Angeles, CA",4
Data Analytics Teaching Assistant - UC Irvine,Trilogy Ed,"Irvine, CA",4
Director of US Industrial Analytics,CoStar Group,"Los Angeles, CA",4
"Director or Sr. Manager, Data Science / Analytics",Inseego,"San Diego, CA",4
Data Analyst,GreenCoast Hydroponics,"Long Beach, CA",4
Dashboard & Analytics Internship,Zeevo Group,"Los Angeles, CA",4
"Director, Analytics Consulting & Insights",Cox Automotive,"Irvine, CA",4
Data Analyst,Honey,"Los Angeles, CA",4
Data Analyst,KERN,"Woodland Hills, CA",4
Data Analyst,"PennyMac Loan Services, LLC","Agoura Hills, CA",4
Customer Service Coordinator (ID Analytics),Symantec,"San Diego, CA",4
Director - Marketing Analytics,Live Nation,"Beverly Hills, CA",4
"Director, Data Governance",Warner Bros Careers,"Burbank, CA",4
Courier,GE Healthcare,"Van Nuys, CA",4
"Director, Data Science – Planning Process Integration",Sony Pictures Entertainment Inc.,"Culver City, CA",4
"Coordinator, Commercial Partnerships",Universal Music Group,"Santa Monica, CA",4
"Content Data Scientist, Apple Media Products Data Science",Apple,"Culver City, CA",4
Digital Web Associate (Pasadena),Wescom Credit Union,"Pasadena, CA",4
"Director, Enrollment Management Data and Operations Analytics",California State University,"Pomona, CA",4
Data Analyst University Grad,ViaSat,"Carlsbad, CA",4
Digital Sales Planner,NBCUniversal,"Universal City, CA",4
Data Analyst for Business Intelligence Department,VS Media,"Westlake Village, CA",4
Co-Op Business Data Analyst - Current Masters Students,Skyworks,"Irvine, CA",4
"Data Analyst, Investor Reporting","Carrington Mortgage Services, LLC","Aliso Viejo, CA",4
Digital Media Associate,LA Kings,"El Segundo, CA",4
"Data Analyst, Patient Engagement",WELL Health,"Santa Barbara, CA",4
Distinguished Data Scientist,Verizon,"Irvine, CA",4
Data Analytics Product Owner,Welk Resort Group,"San Marcos, CA",4
Buyer,"TwinMed, LLC.","Santa Fe Springs, CA",4
BI Developer,National Veterinary Associates,"Agoura Hills, CA",4
Data Analyst,Glo,"Santa Monica, CA",4
"Associate, Business Development - Analytics",BuroHappold Engineering,"Los Angeles, CA",4
Data Scientist,"Amazon.com Services, Inc.","Santa Monica, CA",4
Data Scientist I,Jet Propulsion Laboratory,"La Cañada Flintridge, CA",4
Financial Analyst,Relativity Space,"Los Angeles, CA",4
Data Scientist,Sony Pictures Entertainment Inc.,"Culver City, CA",4
"Analyst, Gameplay - Unpublished R&D Product",Riot Games,"Los Angeles, CA",4
Financial Analyst - Wealth Management Division,Wedbush Securities,"Los Angeles, CA",4
Data Scientist - Generalist,Beyond Limits,"Glendale, CA",4
Data Scientist,Southern California Edison,"Rosemead, CA",4
Data Engineer,Tala,"Santa Monica, CA",4
Data Scientist,"Advanced Core Concepts, LLC","Torrance, CA",4
Data Scientist,Esri,"Redlands, CA",4
Data Scientist,VSolvit LLC,"Ventura, CA",4
Data Science Intern,Cuker,"Carlsbad, CA",4
Admin Assistant to Deputy COO,JWCH Institute,"Commerce, CA",4
"Administrative Assistant, Corporate Compliance and HIPAA Privacy",Pacific Clinics,"Arcadia, CA",4
Data Scientist,Appriss,"Irvine, CA",4
Financial Valuation Intern,Marshall & Stevens Inc.,"Los Angeles, CA",4
Data Scientist,UCLA Health,"Los Angeles, CA",4
Data Scientist,Thermo Fisher Scientific,"Carlsbad, CA",4
Data Scientist,Cox Automotive,"Irvine, CA",4
Administrative Specialist,UCLA Health,"Los Angeles, CA",4
Fraud Data Analyst,GOAT,"Los Angeles, CA",4
Data Scientist,Crossover Health,"San Clemente, CA",4
"Analyst, Logistics",VF Corporation,"Costa Mesa, CA",4
Data Science Manager,SnackNation,"Culver City, CA",4
"AVP, CareCredit Analytics - BD & Competitive Intelligence",Synchrony,"Costa Mesa, CA",4
GPS Data Management Analyst,SAIC,"El Segundo, CA",4
Data Steward - Data Management & Governance,Esri,"Redlands, CA",4
2020 Consumer Customer Development Leadership Development Program (CDLDP)- Full Time,Johnson & Johnson Family of Companies,"Los Angeles, CA",4
Data Scientist,Science 37,"Playa Vista, CA",4
Event & Experiential Marketing,"Amazon.com Services, Inc.","Santa Monica, CA",4
"Executive Director, Commercial Data & Analytics, Forecasting",Amgen,"Thousand Oaks, CA",4
"Data Engineer, Marketing Sciences",Mindshare,"Los Angeles, CA",4
Data Intelligence Analyst,"EMINENT, INC.","Cerritos, CA",4
Data Management Specialist : 19-03914,Akraya Inc.,"Woodland Hills, CA",4
"Associate Director, Data Technology",Mindshare,"Los Angeles, CA",4
FINANCIAL ANALYST,California Pizza Kitchen,"Playa Vista, CA",4
Data Scientist,Scratch Financial Inc.,"Pasadena, CA",4
Administrative Assistant/Receptionist,Saalex Solutions Inc,"Camarillo, CA",4
Data Scientist Manager AMS,HP,"San Diego, CA",4
Data Scientist,Green Dot Corporation,"Pasadena, CA",4
"AVP, CareCredit Provider Marketing Analytics",Synchrony,"Costa Mesa, CA",4
Applied Data Scientist,Virgin Hyperloop One,"Los Angeles, CA",4
Data Processing Manager,MarketCast,"Los Angeles, CA",4
Finance Analyst,Intuit,"San Diego, CA",4
Accessioning Technician I,NeoGenomics Laboratories,"Aliso Viejo, CA",4
Data Quality Analyst - General,"EDO, Inc.","Los Angeles, CA",4
Data Scientist,First American,"Santa Ana, CA",3
Data Scientist,PADI Worldwide,"Rancho Santa Margarita, CA",3
Research and Analytics Director,4 Wheel Parts,"Compton, CA",3
Retail Sales Specialist Full Time,Advantage Solutions,"Los Angeles, CA",3
Research Analyst,UCLA,"Los Angeles, CA",3
Research Associate,LRW,"Los Angeles, CA",3
Data Analyst - INT,"AE & Associates, LLC","Buena Park, CA",3
"Research Intern, 2020",Google,"Los Angeles, CA",3
Prospect Research and Data Analytics Coordinator,Providence Health & Services,"Irvine, CA",3
Data Analyst : 19-00207,Akraya Inc.,"Corona, CA",3
Data Scientist,Conversion Logic,"Los Angeles, CA",3
Data Engineer Analyst,Centerfield Media,"Los Angeles, CA",3
Product Manager - Finance + Operations,sweetgreen,"Los Angeles, CA",3
Data Engineer Manager,Capital Group,"Irvine, CA",3
"Professional, Advanced Analytics",AT&T,"El Segundo, CA",3
Data Mining Specialist,Molina Healthcare,"Long Beach, CA",3
"Principal, HR Analytics",CoreLogic,"Irvine, CA",3
Data Platform Engineer,Supplyframe,"Los Angeles, CA",3
"Principal Data Scientist, Analytics",NEXT Trucking,"Los Angeles, CA",3
Programmatic Sales,Oath Inc,"Los Angeles, CA",3
Data Coordinator - Liver Acquisition,Keck Medical Center of USC,"Los Angeles, CA",3
Data Quality Analyst - Taxonomy,"EDO, Inc.","Los Angeles, CA",3
Data Consultant : 19-00430,Akraya Inc.,"Pasadena, CA",3
Data Communications Technician Assist,Spencer Technologies,"Los Angeles, CA",3
Data Science Project Lead,Cybernetic Search,"Los Angeles, CA",3
Data Architect,DANE Talent Connections,"San Gabriel Valley, CA",3
President,Cannella Response Television,"Los Angeles, CA",3
Public Health Statistician,Center For Health Equity Reaseach (CSULB),"Long Beach, CA",3
Quality Management Analyst,California Hospital Medical Center,"Los Angeles, CA",3
Data Analytics Instructor - University of Southern California,Trilogy Ed,"Los Angeles, CA",3
Production Integration Program Specialist,BOEING,"El Segundo, CA",3
Client Engagement Associate,LegalZoom,"Glendale, CA",3
SAIC Capricorn Opportunity,SAIC,"El Segundo, CA",3
Tableau Developer & Administrator,California State University,"Long Beach, CA",3
"Analyst, Programmatic (Walt Disney Studios account)",OMD,"Burbank, CA",3
Supply Planning Analyst,TOMS Shoes,"Los Angeles, CA",3
"Analyst/Sr. Analyst, Strategy and Analytics","Liferay, Inc.","Diamond Bar, CA",3
"Supply Chain Analyst, Inbound Operations",Adidas,"Ontario, CA",3
Analytics Manager,Farmers Insurance Group,"Woodland Hills, CA",3
Strategy Insights & Planning Associate,ZS Associates,"Los Angeles, CA",3
Assistant Returns Liaison,"EMINENT, INC.","Cerritos, CA",3
Strategist,OMD,"Los Angeles, CA",3
Strategic Finance Associate,ANINE BING,"Los Angeles, CA",3
Strategic Analytics Manager,AltaMed,"Los Angeles, CA",3
Staff Accountant,First 5 LA,"Los Angeles, CA",3
Sr. Staff Data Scientist,Panasonic Avionics Corporation,"Lake Forest, CA",3
Associate Marketing Strategy & Analysis,Quibi - Los Angeles,"Los Angeles, CA",3
Sr. Manager of Manufacturing Data Intelligence,Niagara Bottling,"Ontario, CA",3
Sr. HR Insights & Analytics Partner,Thermo Fisher Scientific,"Carlsbad, CA",3
Associate Research Manager,Samba TV,"Los Angeles, CA",3
Associate Software Developer,CoStar Group,"Ontario, CA",3
Tableau Developer,SoftVision - North America & UK,"Los Angeles, CA",3
"Analyst, Digital Marketing Analytics",Connexity,"Los Angeles, CA",3
SEO Manager,Johnson Software and Technologiess,"Los Angeles, CA",3
"Analyst, Client Relations & Operations",Warner Bros Careers,"Burbank, CA",3
2020 Summer Internship: T&D - Maintenance Performance & Reliability (Pomona),Southern California Edison,"Pomona, CA",3
API Specialist,CFR Rinkens,"Long Beach, CA",3
Web Analytics Manager,Wpromote,"El Segundo, CA",3
Warehouse Analyst,Best Choice Products,"Tustin, CA",3
"Vice President, Analytics",Zenith,"Santa Monica, CA",3
"Vice President, Analytics",Cannella Response Television,"Los Angeles, CA",3
Accounts Payable Financial Analyst 1,"Grifols Shared Services North America, Inc","Los Angeles, CA",3
Vans Associate Data Scientist,Vans,"Costa Mesa, CA",3
"VP, Data Warehouse Manager",Citizens Business Bank,"Rancho Cucamonga, CA",3
Advanced Analytics Analyst (BHJOB22048_602),ITmPowered,"Downey, CA",3
"VP, CareCredit Online Digital Strategy",Synchrony,"Costa Mesa, CA",3
VP of Operations,BallerTV,"Pasadena, CA",3
VDC Engineer,Trimble Inc.,"Los Angeles, CA",3
Telephone Tech Support,"Triumph Enterprises, Inc.","Port Hueneme, CA",3
Analyst I - Actuarial Services (Health Plan),Inland Empire Health Plans,"Rancho Cucamonga, CA",3
"Technical Lead, Analytics COE",NBCUniversal,"Los Angeles, CA",3
"Analyst, Business Intelligence, Crackle Plus",Sony Pictures Entertainment Inc.,"Culver City, CA",3
Associate Survey Engineer,LRW,"Los Angeles, CA",3
BI Project Manager,Briq,"Santa Barbara, CA",3
Sr. Analytics Lead,Auto Club of Southern California,"Costa Mesa, CA",3
Beyonders 2020 Summer Program - Data Science,Beyond Limits,"Glendale, CA",3
Category Analyst,Health-Ade Kombucha,"Los Angeles, CA",3
Paid Search Strategist,9thWonder,"Los Angeles, CA",3
Commercial Analytics Manager,William Grant & Sons,"Irvine, CA",3
Senior Data Analyst,PatientPop,"Santa Monica, CA",3
Senior Data Analyst,Bird Rides Inc.,"Santa Monica, CA",3
"Senior Associate, Data & Analytics",KPMG,"Los Angeles, CA",3
Senior Analytics Engineer,Netflix,"Los Angeles, CA",3
Consumer Insights Analyst,Ria Financial Services,"Buena Park, CA",3
Consumer Insights Analyst – Part-Time,Chipotle Mexican Grill,"Newport Beach, CA",3
Security Data Scientist,Rockstar San Diego,"Carlsbad, CA",3
Customer Alignment Manager,Tilde Staff Inc.,"Pasadena, CA",3
Customer Experience Analyst,PatientPop,"Santa Monica, CA",3
Sales Operations Associate,Snapchat,"Los Angeles, CA",3
Sales Operations Analyst,Spireon,"Irvine, CA",3
Cyber Security Data Scientist University Grad,ViaSat,"Carlsbad, CA",3
DEI Analyst & Strategist,Snapchat,"Los Angeles, CA",3
Data & Analytics Analyst - Farmers Financial Solutions,Farmers Insurance Group,"Westlake Village, CA",3
Senior Data Analyst – D+ Content Ranking,Direct-to-Consumer and International,"Glendale, CA",3
Senior Data Engineer,CreatorIQ,"Los Angeles, CA",3
Senior Data Engineer,Ring Inc.,"Santa Monica, CA",3
Business Development Representative,Retention Science,"Santa Monica, CA",3
"Sr Manager, Analytics",Public Storage,"Glendale, CA",3
Border Security Law Enforcement/Intelligence Domain Analyst,Mitre Corporation,"San Diego, CA",3
Sr Analyst Marketing Analytics,Petco,"San Diego, CA",3
Business Analyst,Joybird,"Commerce, CA",3
Software Engineer (Data Scientist),ViaSat,"Carlsbad, CA",3
Software Developer,"Innovyze, Inc.","Monrovia, CA",3
Business Development Analyst,GOAT,"Los Angeles, CA",3
Business Intelligence & Strategy Analyst,Motor Trend Group,"El Segundo, CA",3
Senior Data Scientist,Amgen,"Thousand Oaks, CA",3
Business Intelligence (BI) / Data Analyst,Pluto TV,"West Hollywood, CA",3
Senior Internal IT Auditor (Data Analytics),Vision Talent Group,"Brea, CA",3
Business Intelligence Analyst,The Walt Disney Studios,"Burbank, CA",3
Business Intelligence Developer/Analyst,GUESS?. INC.,"Los Angeles, CA",3
